Date,city,pm2_5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,xylene,aqi,aqi_bucket
2019-07-10,Delhi,139.9,537.6,11.5,48.1,187.9,28.0,8.72,66.5,31.9,11.71,8.89,4.68,477.0,Moderate
2019-07-11,Delhi,182.7,171.2,145.9,138.5,33.1,24.4,0.25,24.5,122.7,13.08,14.31,7.56,246.1,Good
2019-07-12,Delhi,252.6,160.0,141.1,27.4,139.2,32.0,8.88,59.7,60.9,11.94,18.45,1.53,141.1,Severe
2019-07-13,Delhi,417.1,303.8,167.9,114.4,164.8,41.1,5.0,13.4,124.7,19.92,16.86,1.63,339.4,Very Poor
2019-07-14,Delhi,411.1,445.9,51.4,20.2,30.6,18.7,5.59,51.9,74.8,0.07,11.16,7.48,242.5,Very Poor
2019-07-15,Delhi,421.4,385.2,14.0,106.3,164.5,42.3,0.77,92.9,199.4,6.43,20.91,2.06,465.2,Moderate
2019-07-16,Delhi,347.8,431.9,162.2,146.6,202.1,39.0,5.66,61.0,95.7,13.61,19.11,3.31,41.6,Good
2019-07-17,Delhi,385.6,489.1,104.0,75.0,42.4,5.1,9.87,49.7,146.7,5.76,3.36,2.13,142.1,Poor
2019-07-18,Delhi,39.3,368.4,55.9,101.1,237.0,11.2,7.08,7.7,192.6,9.15,0.51,3.7,235.1,Very Poor
2019-07-19,Delhi,362.2,170.5,80.2,45.7,43.7,15.2,2.55,66.6,121.4,14.45,10.04,4.54,398.1,Good
2019-07-20,Delhi,354.5,376.9,89.2,77.5,88.9,45.7,0.27,83.0,129.7,18.52,6.5,0.53,7.2,Poor
2019-07-21,Delhi,95.5,137.9,167.6,102.0,179.7,12.2,9.39,39.5,139.3,9.7,4.56,5.28,4.9,Good
2019-07-22,Delhi,242.6,483.1,113.3,32.4,86.9,40.3,4.53,99.6,6.4,4.11,18.79,2.77,79.6,Satisfactory
2019-07-23,Delhi,327.2,362.4,143.5,101.4,21.2,31.1,1.98,95.0,173.7,10.94,2.93,8.78,370.4,Moderate
2019-07-24,Delhi,347.2,366.9,130.1,128.2,21.9,15.9,3.44,73.6,62.7,16.05,3.81,4.5,282.8,Satisfactory
2019-07-25,Delhi,415.4,434.1,82.2,117.3,76.3,3.9,9.59,73.3,76.8,7.65,6.69,6.29,113.9,Moderate
2019-07-26,Delhi,126.9,173.2,147.7,74.6,93.9,26.0,7.6,56.3,132.1,11.13,27.71,0.23,305.6,Poor
2019-07-27,Delhi,462.0,19.2,14.8,53.0,174.2,38.4,8.74,58.6,120.4,16.39,28.85,1.43,73.6,Severe
2019-07-28,Delhi,137.8,158.4,67.0,36.3,168.9,38.3,5.21,60.3,150.3,3.08,5.38,2.47,483.4,Moderate
2019-07-29,Delhi,358.7,218.6,183.2,18.3,80.7,18.4,9.61,13.4,103.3,4.07,22.63,0.19,361.7,Very Poor
2019-07-30,Delhi,312.6,97.1,128.6,113.6,242.5,34.8,3.22,95.6,115.6,14.61,29.92,6.25,167.3,Satisfactory
2019-07-31,Delhi,327.0,204.5,85.5,6.5,88.6,31.7,8.92,61.3,57.6,0.96,21.3,4.75,355.3,Satisfactory
2019-08-01,Delhi,111.0,265.8,9.7,81.6,60.7,38.1,1.79,46.4,181.4,14.81,16.04,7.41,302.3,Severe
2019-08-02,Delhi,282.9,102.9,146.1,13.7,39.9,34.9,4.94,8.3,131.0,16.11,21.11,2.13,497.6,Poor
2019-08-03,Delhi,92.3,332.7,97.3,108.4,76.2,40.4,0.15,85.9,116.2,15.71,15.34,4.47,323.7,Good
2019-08-04,Delhi,131.3,483.1,155.7,60.2,102.1,36.8,4.53,48.2,104.4,0.58,2.33,3.11,455.7,Satisfactory
2019-08-05,Delhi,288.1,329.9,106.0,7.1,161.0,12.8,1.5,43.4,117.3,10.72,28.46,0.58,12.8,Severe
2019-08-06,Delhi,70.1,408.5,8.1,1.1,145.1,9.8,2.67,60.0,75.6,14.01,29.99,6.85,3.0,Moderate
2019-08-07,Delhi,66.4,581.6,63.2,44.4,75.6,28.1,9.14,45.8,158.0,3.38,22.86,5.61,75.9,Poor
2019-08-08,Delhi,41.2,342.9,165.4,45.0,173.9,37.1,1.73,1.5,96.5,10.43,14.21,0.89,55.2,Good
2019-08-09,Delhi,89.9,210.2,30.8,60.0,203.4,23.8,7.78,82.5,88.4,16.77,21.79,5.7,114.0,Moderate
2019-08-10,Delhi,241.5,359.2,2.0,43.1,84.4,28.7,7.45,80.5,160.8,14.9,4.46,6.34,262.9,Good
2019-08-11,Delhi,476.5,251.5,121.2,137.9,198.1,44.0,8.67,8.8,174.7,3.56,2.37,1.25,460.4,Moderate
2019-08-12,Delhi,397.9,14.4,122.0,85.7,40.8,9.4,4.74,40.1,135.9,15.5,25.71,5.33,451.5,Very Poor
2019-08-13,Delhi,86.8,221.1,26.7,37.0,206.8,34.6,6.65,7.7,137.8,13.68,16.2,1.43,121.1,Satisfactory
2019-08-14,Delhi,456.1,376.7,25.4,91.8,9.9,46.8,2.72,9.4,37.1,5.72,3.41,0.37,127.7,Poor
2019-08-15,Delhi,130.7,382.7,192.1,104.2,230.9,43.5,2.75,39.3,29.9,18.82,28.08,2.43,211.0,Severe
2019-08-16,Delhi,124.1,581.9,87.9,86.9,170.4,32.5,6.55,26.3,141.6,8.89,22.01,0.71,111.9,Good
2019-08-17,Delhi,387.1,248.5,190.4,86.6,140.7,45.5,2.07,14.3,85.0,16.59,5.73,1.76,232.1,Moderate
2019-08-18,Delhi,151.1,80.3,123.6,55.1,60.2,39.4,4.75,96.7,122.8,14.89,28.7,8.61,44.4,Very Poor
2019-08-19,Delhi,36.2,144.4,3.2,133.9,249.0,48.6,6.14,45.3,0.0,10.49,12.62,6.38,115.7,Good
2019-08-20,Delhi,439.1,157.4,141.0,25.6,185.4,3.9,6.71,17.9,143.4,9.7,21.6,1.89,276.5,Severe
2019-08-21,Delhi,482.1,591.7,185.0,34.7,62.0,19.5,0.21,65.5,150.1,9.31,20.52,4.32,275.2,Satisfactory
2019-08-22,Delhi,383.2,389.1,131.5,145.6,208.4,2.0,7.67,98.3,128.5,3.42,4.03,9.49,363.9,Poor
2019-08-23,Delhi,217.4,437.9,114.5,37.7,128.6,30.5,9.64,34.2,153.7,12.16,3.0,2.95,398.4,Poor
2019-08-24,Delhi,266.5,274.3,9.8,5.3,181.5,7.4,9.15,77.5,91.7,17.28,4.09,8.84,420.3,Good
2019-08-25,Delhi,381.1,216.8,55.6,116.2,215.7,5.8,5.17,53.1,48.7,7.94,5.62,1.91,212.0,Severe
2019-08-26,Delhi,29.4,473.5,185.9,125.0,206.9,36.8,5.23,97.8,125.9,3.82,5.73,4.53,353.6,Poor
2019-08-27,Delhi,492.2,293.0,173.0,41.6,54.0,5.3,0.26,48.5,50.3,8.02,20.3,2.78,328.0,Poor
2019-08-28,Delhi,496.4,83.2,176.8,90.6,225.7,25.0,8.05,36.1,86.1,14.35,3.55,6.99,341.1,Severe
2019-08-29,Delhi,154.2,597.6,90.0,35.6,168.0,34.6,2.95,97.8,55.8,16.17,14.78,9.48,247.8,Severe
2019-08-30,Delhi,421.0,194.7,101.4,143.4,4.0,37.5,6.73,92.7,166.1,5.8,0.1,5.41,329.9,Good
2019-08-31,Delhi,252.9,587.7,72.8,128.4,12.7,19.9,0.59,54.3,17.3,7.06,1.17,7.79,453.9,Good
2019-09-01,Delhi,333.9,267.3,108.5,59.7,235.9,48.3,1.66,60.6,177.9,14.43,26.72,9.15,259.8,Satisfactory
2019-09-02,Delhi,187.8,305.9,41.1,139.7,32.7,37.3,8.14,5.3,68.4,18.01,24.25,4.86,364.1,Satisfactory
2019-09-03,Delhi,236.8,460.8,88.3,52.2,73.0,19.9,0.99,93.6,189.6,19.7,25.53,7.37,288.9,Severe
2019-09-04,Delhi,109.6,296.6,162.3,19.0,54.1,22.9,7.16,76.4,53.4,16.83,21.02,9.43,359.8,Good
2019-09-05,Delhi,63.1,225.5,190.3,20.8,215.2,9.3,5.23,20.2,167.9,5.54,16.3,5.12,195.8,Good
2019-09-06,Delhi,197.6,243.3,75.4,19.8,204.7,6.6,2.35,38.1,30.5,6.15,6.24,9.8,42.8,Moderate
2019-09-07,Delhi,75.5,452.4,182.5,19.2,230.6,4.9,0.45,4.0,162.0,13.32,4.67,9.86,179.4,Good
2019-09-08,Delhi,52.3,320.9,156.9,23.7,13.2,21.7,4.93,69.9,71.9,14.84,16.77,8.85,130.5,Poor
2019-09-09,Delhi,191.6,547.1,76.4,115.2,149.0,16.9,3.24,37.0,57.8,8.05,17.29,9.45,357.1,Very Poor
2019-09-10,Delhi,293.9,67.0,18.6,54.2,238.7,9.8,4.55,19.7,76.5,11.2,13.61,7.09,293.0,Good
2019-09-11,Delhi,273.5,110.4,71.4,107.6,191.7,17.0,4.23,31.0,92.1,6.09,19.18,9.75,263.7,Very Poor
2019-09-12,Delhi,159.7,341.2,78.6,99.5,241.3,14.5,2.33,85.0,190.2,12.09,26.27,5.11,190.4,Very Poor
2019-09-13,Delhi,288.0,55.1,149.7,60.8,112.9,12.1,7.32,58.4,165.3,13.62,22.8,4.05,123.4,Poor
2019-09-14,Delhi,489.8,9.6,170.5,63.7,3.6,27.2,5.52,36.6,3.0,3.59,15.24,7.49,214.6,Moderate
2019-09-15,Delhi,152.0,242.4,84.4,83.1,1.6,29.3,6.26,91.1,21.4,3.98,9.02,0.78,361.7,Severe
2019-09-16,Delhi,221.2,595.6,135.5,95.2,125.2,19.7,0.06,33.8,105.6,6.7,21.34,1.82,386.3,Very Poor
2019-09-17,Delhi,209.3,146.5,142.1,90.6,85.6,14.5,3.83,8.9,118.7,19.41,15.72,8.66,213.7,Satisfactory
2019-09-18,Delhi,305.3,275.0,146.5,13.9,181.6,7.5,9.54,88.6,168.1,5.42,18.43,1.74,110.6,Good
2019-09-19,Delhi,224.8,549.7,81.2,136.2,194.5,35.5,9.98,48.4,148.7,12.47,23.52,9.99,385.8,Good
2019-09-20,Delhi,375.0,265.6,150.8,73.3,240.2,0.3,6.91,28.0,3.2,13.3,17.25,9.01,320.1,Satisfactory
2019-09-21,Delhi,329.8,405.5,31.9,37.6,59.4,35.7,3.38,18.3,126.1,14.49,15.41,4.31,63.0,Very Poor
2019-09-22,Delhi,460.9,453.7,2.0,111.3,131.4,7.2,1.11,71.6,40.6,5.61,16.88,0.57,482.4,Satisfactory
2019-09-23,Delhi,75.6,579.2,14.8,37.2,121.2,24.8,1.49,7.5,166.7,13.74,9.4,7.33,345.3,Moderate
2019-09-24,Delhi,255.5,175.6,187.8,116.1,248.3,4.9,8.65,23.9,52.1,15.49,26.01,8.54,209.0,Moderate
2019-09-25,Delhi,73.7,537.0,61.1,60.1,84.4,38.0,0.68,47.6,67.6,0.57,16.64,4.5,449.6,Poor
2019-09-26,Delhi,402.1,311.7,84.9,71.2,40.1,44.0,6.86,57.1,102.5,0.75,7.55,7.57,106.5,Good
2019-09-27,Delhi,361.1,513.0,26.3,61.7,233.0,45.8,3.23,43.7,12.2,6.69,17.18,1.05,249.5,Moderate
2019-09-28,Delhi,204.3,468.7,33.4,102.9,72.5,42.9,2.57,52.3,128.1,15.67,24.83,2.7,222.9,Very Poor
2019-09-29,Delhi,330.8,119.9,173.5,124.8,34.9,26.8,5.45,3.8,174.1,15.46,17.45,4.16,110.3,Very Poor
2019-09-30,Delhi,266.9,563.8,81.5,133.4,225.0,29.6,9.25,2.3,149.9,12.04,23.03,6.77,385.5,Moderate
2019-10-01,Delhi,300.2,19.5,182.0,2.0,214.5,39.5,0.44,83.4,55.0,18.74,17.4,5.31,410.1,Satisfactory
2019-10-02,Delhi,435.9,124.9,116.5,81.7,35.1,7.7,6.88,3.7,106.4,13.84,16.75,0.68,464.0,Satisfactory
2019-10-03,Delhi,352.8,497.9,10.3,80.2,86.3,20.0,6.71,4.9,87.9,17.82,27.83,4.4,9.7,Severe
2019-10-04,Delhi,86.2,495.7,24.7,98.1,86.3,19.0,6.93,89.6,18.4,6.68,8.28,6.36,485.8,Very Poor
2019-10-05,Delhi,334.5,13.3,127.1,0.7,136.7,7.1,7.2,17.4,101.8,2.16,3.62,8.48,343.8,Good
2019-10-06,Delhi,171.1,596.2,179.8,44.6,115.9,14.4,6.81,64.6,106.9,6.37,22.94,9.17,165.5,Poor
2019-10-07,Delhi,257.2,182.1,70.7,117.6,154.5,35.0,6.82,84.3,128.7,12.45,26.0,9.36,48.9,Very Poor
2019-10-08,Delhi,364.5,164.8,195.5,125.8,193.8,19.1,8.91,59.6,49.4,3.5,8.83,7.76,218.0,Good
2019-10-09,Delhi,241.9,207.3,143.0,93.8,74.4,7.8,1.76,79.2,126.0,4.87,1.27,4.43,374.6,Very Poor
2019-10-10,Delhi,28.3,322.4,38.3,113.0,32.6,47.1,0.73,81.2,167.2,16.37,17.76,4.12,440.7,Severe
2019-10-11,Delhi,61.7,518.7,154.1,108.8,176.9,2.6,3.88,18.9,144.2,10.35,10.27,3.18,365.9,Satisfactory
2019-10-12,Delhi,339.1,203.5,1.0,87.4,158.1,3.0,9.79,56.9,26.7,13.98,17.1,9.16,97.0,Severe
2019-10-13,Delhi,350.8,153.1,147.6,91.5,144.2,6.9,0.13,39.2,124.4,6.34,1.38,1.36,144.3,Satisfactory
2019-10-14,Delhi,381.4,415.3,116.0,35.0,67.7,36.5,3.51,93.2,62.3,14.61,8.47,7.12,8.0,Severe
2019-10-15,Delhi,209.3,503.0,184.6,143.2,90.2,33.7,3.64,88.7,135.5,0.21,25.46,8.44,279.9,Very Poor
2019-10-16,Delhi,251.6,419.2,85.9,2.5,207.6,35.3,8.17,67.9,116.7,15.16,6.46,6.78,416.0,Very Poor
2019-10-17,Delhi,220.6,524.3,65.7,143.0,97.4,47.0,4.87,13.3,12.9,16.9,18.61,1.3,434.4,Very Poor
2019-10-18,Delhi,23.4,289.3,141.3,23.9,23.0,6.4,2.45,25.0,53.9,17.71,15.65,1.94,143.8,Moderate
2019-10-19,Delhi,20.1,372.5,136.2,117.1,164.0,18.5,9.6,71.4,33.1,18.3,24.77,8.99,387.1,Severe
2019-10-20,Delhi,380.4,562.2,13.0,26.8,80.0,49.6,2.16,89.6,144.1,17.55,20.3,4.86,205.3,Very Poor
2019-10-21,Delhi,163.7,325.6,167.3,27.9,176.6,22.0,9.28,13.7,68.6,7.37,27.87,3.29,254.8,Good
2019-10-22,Delhi,378.9,236.5,55.0,145.7,126.2,30.3,3.36,74.8,102.6,1.37,14.69,4.47,417.1,Severe
2019-10-23,Delhi,445.6,256.0,39.4,17.6,240.2,39.4,3.22,56.4,45.2,12.23,18.78,8.34,98.8,Severe
2019-10-24,Delhi,357.7,468.5,171.9,83.2,151.8,17.0,6.97,9.0,105.1,15.06,5.66,6.14,356.8,Satisfactory
2019-10-25,Delhi,387.5,473.2,31.1,10.6,199.7,21.9,8.11,51.4,127.6,12.82,0.08,4.09,322.0,Moderate
2019-10-26,Delhi,347.6,373.5,177.8,101.2,147.1,27.7,8.55,85.9,138.1,6.87,9.11,0.74,69.2,Very Poor
2019-10-27,Delhi,480.0,51.3,13.2,71.9,108.7,41.7,6.64,26.3,129.8,5.95,1.52,8.84,202.5,Good
2019-10-28,Delhi,210.3,57.4,48.2,79.5,52.7,46.1,1.97,66.8,171.2,9.58,17.85,9.81,252.3,Satisfactory
2019-10-29,Delhi,498.1,40.3,152.7,64.1,202.9,30.0,5.59,35.5,40.9,13.68,28.51,2.06,94.5,Good
2019-10-30,Delhi,331.8,366.9,185.2,37.2,156.4,45.9,5.33,91.9,161.9,12.48,6.98,5.57,460.8,Severe
2019-10-31,Delhi,272.5,205.9,3.7,73.3,218.9,22.4,5.94,0.1,147.0,15.71,20.32,3.2,411.9,Satisfactory
2019-11-01,Delhi,411.6,495.3,133.6,146.4,16.5,30.0,2.73,37.0,12.9,12.04,3.05,6.74,356.7,Moderate
2019-11-02,Delhi,99.5,418.1,53.7,102.7,193.1,24.5,2.72,88.1,112.9,2.7,11.06,0.28,225.3,Good
2019-11-03,Delhi,289.0,195.0,63.2,137.4,11.3,0.8,9.23,64.1,41.3,9.62,12.29,6.99,80.2,Moderate
2019-11-04,Delhi,62.0,524.9,155.4,130.3,238.7,15.7,2.95,44.6,171.6,12.1,12.91,1.62,262.0,Poor
2019-11-05,Delhi,247.0,225.6,120.8,80.9,151.7,6.6,6.01,23.6,146.0,14.25,26.59,8.86,83.5,Good
2019-11-06,Delhi,62.7,432.1,152.6,54.2,104.5,17.6,9.48,74.3,119.5,13.48,16.68,7.6,451.9,Very Poor
2019-11-07,Delhi,232.6,47.1,37.5,17.8,43.9,6.1,1.33,24.8,144.3,12.49,5.74,2.29,198.6,Poor
2019-11-08,Delhi,490.2,262.9,136.0,96.5,114.6,44.3,0.93,3.4,126.8,0.67,18.97,1.56,99.0,Poor
2019-11-09,Delhi,143.5,171.1,52.2,16.8,207.0,30.2,7.58,22.2,122.6,13.86,20.83,1.41,473.7,Good
2019-11-10,Delhi,317.1,290.7,97.8,142.4,205.6,1.1,2.43,12.7,60.8,6.21,24.48,9.72,208.9,Poor
2019-11-11,Delhi,349.5,282.1,178.7,106.1,234.4,20.4,4.37,31.3,69.2,1.31,18.49,7.43,176.4,Poor
2019-11-12,Delhi,352.3,4.4,131.7,19.9,23.6,28.7,3.99,69.0,26.2,7.11,1.76,6.5,177.4,Very Poor
2019-11-13,Delhi,346.7,45.8,100.5,32.0,162.3,17.4,7.58,19.3,105.2,4.49,27.83,0.83,230.6,Good
2019-11-14,Delhi,378.4,555.4,170.9,97.2,168.6,20.6,5.62,88.3,166.4,11.9,5.76,1.96,88.0,Severe
2019-11-15,Delhi,403.9,264.5,126.7,99.1,207.1,40.8,1.72,50.7,19.5,4.51,28.7,7.15,92.3,Poor
2019-11-16,Delhi,237.5,278.5,23.4,28.6,7.1,23.0,4.27,15.2,70.2,15.21,11.25,6.7,188.5,Very Poor
2019-11-17,Delhi,331.9,111.7,124.9,143.7,204.7,1.6,3.29,7.0,1.2,14.23,8.61,2.99,321.2,Moderate
2019-11-18,Delhi,135.3,414.4,173.8,65.3,43.5,16.2,8.99,41.4,81.0,13.82,5.23,8.96,16.6,Very Poor
2019-11-19,Delhi,245.1,323.5,132.2,35.1,8.5,41.4,9.68,7.6,120.9,14.59,3.43,4.8,469.1,Severe
2019-11-20,Delhi,431.2,476.1,152.7,137.4,210.9,16.1,0.37,98.8,90.2,7.34,3.4,5.77,336.8,Severe
2019-11-21,Delhi,274.7,16.6,6.7,97.7,88.8,2.5,8.14,5.0,165.2,11.37,25.52,2.17,470.6,Moderate
2019-11-22,Delhi,151.7,445.8,198.9,137.7,48.3,30.0,3.15,92.0,120.0,9.56,12.38,9.91,408.6,Satisfactory
2019-11-23,Delhi,138.8,111.9,121.4,96.0,234.8,36.8,6.55,84.0,30.0,19.11,5.94,6.32,5.7,Good
2019-11-24,Delhi,170.6,530.7,82.5,123.2,225.9,23.3,2.67,33.6,94.0,16.49,5.76,0.81,325.5,Poor
2019-11-25,Delhi,255.1,118.2,177.5,109.7,143.5,14.6,2.31,25.0,100.8,7.69,21.92,1.9,420.6,Poor
2019-11-26,Delhi,405.2,282.2,122.5,37.1,187.8,47.9,6.28,43.6,146.0,5.64,25.25,3.02,474.7,Moderate
2019-11-27,Delhi,491.5,489.6,91.1,17.3,197.6,44.9,8.76,6.1,25.7,10.31,27.87,6.29,333.6,Poor
2019-11-28,Delhi,488.6,515.7,36.4,57.5,70.5,7.4,1.48,97.5,182.9,9.69,14.91,3.72,492.0,Good
2019-11-29,Delhi,375.8,312.0,85.2,143.5,100.3,11.8,3.02,43.9,153.4,8.13,2.4,4.3,18.7,Moderate
2019-11-30,Delhi,376.8,385.3,184.0,104.1,60.7,1.3,2.91,5.1,58.5,18.87,22.27,0.41,288.9,Severe
2019-12-01,Delhi,137.6,237.8,41.4,2.4,189.7,32.4,3.42,65.5,181.9,5.98,7.93,1.63,492.4,Severe
2019-12-02,Delhi,310.6,24.1,59.8,117.8,1.7,11.2,8.93,61.6,12.6,13.82,19.69,7.42,456.1,Moderate
2019-12-03,Delhi,175.0,439.3,97.3,96.1,109.4,35.0,4.48,23.1,59.1,12.37,25.63,9.2,0.7,Severe
2019-12-04,Delhi,440.3,343.8,158.6,50.3,210.8,8.2,3.4,81.7,88.3,17.86,25.71,9.96,84.5,Good
2019-12-05,Delhi,83.7,560.9,77.7,98.4,93.1,45.8,6.8,18.8,153.5,16.0,7.14,7.41,454.2,Good
2019-12-06,Delhi,33.3,362.2,123.0,23.9,190.2,18.8,7.8,59.8,57.6,19.81,10.86,9.6,332.8,Satisfactory
2019-12-07,Delhi,394.0,422.7,82.4,92.2,239.9,26.3,2.36,17.7,129.9,3.14,27.7,3.64,270.1,Satisfactory
2019-12-08,Delhi,386.7,418.6,60.5,101.2,171.9,25.5,8.95,70.4,118.2,18.4,21.01,0.7,482.8,Severe
2019-12-09,Delhi,425.1,118.4,141.9,14.8,240.3,17.5,0.52,8.6,34.1,14.87,10.88,8.87,425.1,Poor
2019-12-10,Delhi,253.1,354.8,68.3,142.1,153.2,20.9,9.03,44.9,157.6,0.69,10.56,0.82,72.2,Severe
2019-12-11,Delhi,54.8,158.0,125.9,58.2,125.9,18.6,2.48,23.2,33.5,9.85,27.87,5.75,95.8,Moderate
2019-12-12,Delhi,43.0,196.0,30.7,67.0,150.2,15.1,5.96,58.5,133.4,14.76,3.44,8.99,380.4,Very Poor
2019-12-13,Delhi,324.3,355.3,76.4,149.8,227.5,37.8,6.18,4.2,141.8,3.53,9.48,1.39,290.6,Severe
2019-12-14,Delhi,386.4,430.6,96.3,26.5,31.6,18.9,8.04,0.9,29.4,18.29,28.51,2.19,466.9,Satisfactory
2019-12-15,Delhi,153.4,172.0,120.0,66.6,231.4,27.3,5.49,6.7,93.7,12.36,24.25,3.28,357.3,Poor
2019-12-16,Delhi,186.5,354.1,101.1,52.1,44.5,13.0,9.76,61.5,177.0,0.8,25.76,2.58,149.1,Poor
2019-12-17,Delhi,294.3,427.0,170.3,38.4,221.7,38.0,8.36,43.2,70.2,10.94,8.39,3.62,339.4,Severe
2019-12-18,Delhi,339.4,347.0,74.9,10.9,160.1,44.3,2.02,89.4,97.6,14.85,14.88,8.53,155.3,Very Poor
2019-12-19,Delhi,446.1,488.6,59.8,40.3,56.2,17.9,6.8,86.4,1.4,3.99,2.34,1.86,24.9,Poor
2019-12-20,Delhi,115.6,193.8,22.6,10.7,39.1,47.4,8.02,49.1,15.0,13.66,10.04,7.27,271.8,Poor
2019-12-21,Delhi,108.6,552.3,174.9,132.3,190.5,28.4,7.04,85.3,9.6,4.52,20.9,7.39,332.3,Very Poor
2019-12-22,Delhi,172.5,560.6,89.9,87.0,246.0,27.1,8.22,34.4,140.5,0.65,26.16,7.92,499.8,Severe
2019-12-23,Delhi,288.9,75.0,50.9,92.8,4.0,40.3,9.46,9.9,161.9,13.76,26.69,2.11,8.1,Very Poor
2019-12-24,Delhi,415.9,553.1,76.6,25.2,45.4,21.8,2.83,32.8,48.0,10.86,23.98,6.8,134.8,Good
2019-12-25,Delhi,329.8,436.4,124.6,92.2,181.4,16.8,3.34,84.3,102.0,12.78,15.02,9.64,197.2,Good
2019-12-26,Delhi,153.1,83.5,152.6,61.5,142.9,21.9,5.77,87.5,173.4,11.24,3.38,5.02,402.9,Moderate
2019-12-27,Delhi,275.4,218.4,11.7,122.8,19.7,10.0,9.56,15.4,81.9,5.5,28.07,7.01,205.8,Satisfactory
2019-12-28,Delhi,66.1,334.3,148.3,130.5,179.2,4.9,1.95,64.0,44.7,6.1,24.12,8.42,276.1,Satisfactory
2019-12-29,Delhi,436.8,55.9,140.9,74.3,221.9,17.3,0.42,71.3,87.8,7.38,4.75,2.56,403.5,Satisfactory
2019-12-30,Delhi,74.1,464.9,120.5,150.0,82.0,26.9,6.27,63.4,154.9,15.69,27.29,2.32,121.2,Severe
2019-12-31,Delhi,228.6,486.9,14.8,110.7,214.6,35.0,1.46,72.8,8.9,14.79,13.97,9.0,192.2,Moderate
2020-01-01,Delhi,457.8,316.1,114.4,88.3,81.9,42.9,7.43,35.3,94.9,2.58,3.18,7.04,311.3,Very Poor
2020-01-02,Delhi,171.9,110.6,36.1,87.6,67.7,2.7,3.39,4.5,188.4,8.45,3.86,7.14,418.2,Moderate
2020-01-03,Delhi,54.5,342.8,110.8,86.6,172.9,47.7,1.88,89.2,72.8,6.44,21.79,9.07,381.8,Satisfactory
2020-01-04,Delhi,360.7,467.9,101.5,92.5,45.9,12.0,5.44,62.8,178.4,5.48,15.48,5.77,89.6,Poor
2020-01-05,Delhi,299.4,90.7,188.0,111.4,78.4,37.9,9.41,6.9,58.4,15.91,20.8,4.23,232.2,Good
2020-01-06,Delhi,285.6,166.9,40.3,149.3,191.0,1.0,5.89,34.8,24.9,13.84,29.78,8.13,117.5,Very Poor
2020-01-07,Delhi,134.1,397.9,10.8,35.6,126.6,28.0,6.94,58.6,108.7,11.08,9.02,1.2,251.6,Moderate
2020-01-08,Delhi,490.5,43.3,108.2,9.9,80.9,43.0,7.18,88.1,105.9,0.13,13.71,4.69,267.4,Severe
2020-01-09,Delhi,99.3,75.8,127.8,86.2,34.1,44.3,2.6,1.0,135.8,4.21,7.53,9.67,159.7,Poor
2020-01-10,Delhi,169.3,141.1,186.6,63.0,140.1,38.0,4.26,15.3,68.8,3.53,3.38,3.98,252.9,Good
2020-01-11,Delhi,212.1,505.5,113.2,62.4,109.2,12.6,1.82,18.6,26.9,12.58,4.82,8.5,447.0,Poor
2020-01-12,Delhi,170.6,463.1,166.1,86.4,65.1,3.6,4.54,5.3,129.8,1.17,3.81,2.72,73.5,Very Poor
2020-01-13,Delhi,418.7,504.4,123.7,113.3,116.1,39.1,2.97,25.9,171.1,3.58,6.57,8.27,246.0,Moderate
2020-01-14,Delhi,185.1,38.3,99.3,142.4,229.7,22.7,3.68,18.2,114.2,2.41,10.03,1.35,234.9,Moderate
2020-01-15,Delhi,299.4,143.8,123.3,108.6,9.8,23.9,8.98,47.8,7.2,6.07,20.43,1.06,447.4,Moderate
2020-01-16,Delhi,282.9,337.1,173.6,81.2,188.8,42.8,4.36,65.5,127.5,11.66,16.93,6.71,169.8,Moderate
2020-01-17,Delhi,480.0,247.8,12.3,139.5,54.6,1.4,6.95,50.2,42.3,9.98,16.45,0.34,211.4,Very Poor
2020-01-18,Delhi,263.3,391.3,5.3,142.9,175.7,19.5,1.27,30.2,3.9,19.26,3.11,0.47,312.6,Moderate
2020-01-19,Delhi,285.7,308.5,187.3,111.5,246.1,1.2,3.92,48.9,62.9,1.58,29.11,8.38,366.6,Moderate
2020-01-20,Delhi,469.2,216.3,129.1,1.7,149.4,10.1,2.89,59.7,120.9,1.62,10.42,5.93,439.4,Moderate
2020-01-21,Delhi,390.7,210.1,70.0,118.3,124.0,20.1,5.35,56.3,169.6,6.98,6.45,0.86,63.6,Moderate
2020-01-22,Delhi,74.0,411.2,21.4,142.2,165.0,39.6,7.85,75.7,91.3,6.49,1.83,2.0,63.3,Very Poor
2020-01-23,Delhi,401.9,318.7,110.3,63.0,73.4,48.7,5.53,93.3,66.4,7.44,8.07,2.09,189.6,Severe
2020-01-24,Delhi,339.2,305.6,194.2,19.1,221.9,28.6,1.24,51.3,187.7,15.8,19.27,9.51,43.9,Satisfactory
2020-01-25,Delhi,192.0,321.9,55.5,18.2,59.9,47.2,1.1,77.4,20.6,16.41,13.41,6.32,377.0,Moderate
2020-01-26,Delhi,463.6,484.1,116.9,19.9,118.8,40.4,2.87,59.5,24.6,7.58,11.95,2.19,307.7,Good
2020-01-27,Delhi,398.9,512.1,45.6,20.0,180.0,8.8,7.44,88.5,89.2,19.59,26.16,0.68,293.4,Satisfactory
